name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood
Point Grey Private Hospital,,,,mcintosh@axion.net,,(604) 733-8298,,,,,,,,,,,,(604) 733-7133,,,,,,,,,,,,,,,,,AssistedLiving,,,,2423 Cornwall Avenue,,,Vancouver,,,BC,,V6K 1B9,Canada,49.27282590000001,-123.160317,West Side
Lynn Valley Care Centre,,,,,,,,,,,,,,,,,,(604) 417-5477,,,,,,,,,,,,,,,,,AssistedLiving,,,,1070 Lynn Valley Road,,,North Vancouver,,,BC,,V7J 1Z8,Canada,49.333963,-123.044729,
Vancouver General Hospital - Banfield Pavilion,,,,,,(604) 875-5426,,,,,,,,,,,,(604) 875-4111,,,,,,,,,,,,,,,,,AssistedLiving,,,,2785 Ash Street,,,Vancouver,,,BC,,V5Z 1M9,Canada,49.2611642,-123.1187684,West Side
Royal Arch Masonic Home,,,,,,(604) 437-7373,,,,,,,,,,,,(604) 437-7343,,,,,,,,,,,,,,,,,AssistedLiving,,,,7850 Champlain Crescent,,,Vancouver,,,BC,,V5S 4C7,Canada,49.21353560000001,-123.0288203,South Vancouver
Broadway Pentecostal Lodge,,,,,,,,,,,,,,,,,,(604) 733-1441,,,,,,,,,,,,,,,,,AssistedLiving,,,,1377 Lamey's Mill Road,,,Vancouver,,,BC,,V6H 3S9,Canada,49.2674461,-123.1344562,West Side
Cooper Place,,,,info@cccares.org,,(604) 684-2575,,,,,,,,,,,,(604) 684-2545,,,,,,,,,,,,,,,,,AssistedLiving,,,,306 East Cordova Street,,,Vancouver,,,BC,,V6A 1L5,Canada,49.2821295,-123.0970695,Central
Adanac Park Lodge,,,,,,,,,,,,,,,,,,(604) 299-7567,,,,,,,,,,,,,,,,,AssistedLiving,,,,851 Boundary Road,,,Vancouver,,,BC,,V5K 4T2,Canada,49.2772131,-123.0246267,East Side
Capilano Care Centre,,,,capilano@reveraliving.com,,(604) 926-9169,,,,,,,,,,,,(604) 926-6856,,,,,,,,,,,,,,,,,AssistedLiving,,,,525 Clyde Avenue,,,West Vancouver,,,BC,,V7T 1C4,Canada,49.329124,-123.130147,
St. Jude's Anglican Home,,,,info@stjudes.bc.ca,,(604) 874-3459,,,,,,,,,,,,(604) 874-3200,,,,,,,,,,,,,,,,,AssistedLiving,,,,810 West 27th Avenue,,,Vancouver,,,BC,,V5Z 2G7,Canada,49.24686949999999,-123.1229948,West Side
Three Links Care Centre,,,,info@threelinks.com,,(604) 438-7563,,,,,,,,,,,,(604) 434-7211,,,,,,,,,,,,,,,,,AssistedLiving,,,,2934 East 22nd Avenue,,,Vancouver,,,BC,,V5M 2Y4,Canada,49.25033999999999,-123.0428802,East Side
