name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid
Alonsa (Southern Health RHA) Railway Avenue S or Main Street West,,,Stan Plewak,,,,,,,,,,,,,,,204-622-2092,,,,,,,,,,,,,,,,,Senior Housing,,,,,,,Alonsa,,,MB,,R0H 0A0,Canada,50.801177,-98.977607,,FALSE
Altona (Southern Health RHA) Buffalo Apartments,,,Jake Penner,,,,,,,,,,,,,,,204-324-8945,,,,,,,,,,,,,,,,,Senior Housing,,,,235 - 5th St N.E,Box 152,,Altona,,,MB,,R0G 0B0,Canada,49.1100509,-97.5528853,,TRUE
Angusville (Southern Health RHA) Graham and Wright St.,,,Gail Chescu ”ÛÄ,,,,,,,,,,,,,,,204-937-6474,,,,,,,,,,,,,,,,,Senior Housing,,,,Graham and Wright St,,,Angusville,,,MB,,ROJ OAO,Canada,50.7349275,-101.0187192,,FALSE
Anola (Interlake RHA) Sunrise Lodge,,,Laura Crandoll,,,,,,,,,,,,,,,204-866-3280,,,,,,,,,,,,,,,,,Senior Housing,,,,835 Wieser Crescent,,,Anola,,,MB,,R0E 0A0,Canada,49.8838686,-96.6426024,,TRUE
Arborg (Interlake RHA) Sunrise Lodge,,,Keith Poleschuk (MHA Gimli),,,,,,,,,,,,,,,204-642-6061,,,,,,,,,,,,,,,,,Senior Housing,,,,405 Crosstown Ave,,,Arborg,,,MB,,R0C 0A0,Canada,50.9086869,-97.216406,,TRUE
Ashern (Interlake RHA) First Choice Manor,,,Phillip Russell,,,,,,,,,,,,,,,1-866-440-4663,,,,,,,,,,,,,,,,,Senior Housing,,,,Ave N,,,Ashern,,,MB,,R0C 0E0,Canada,51.184704,-98.346336,,FALSE
Austin (Southern Health RHA) Hill View Lodge Inc.,,,Debbie Early,,,,,,,,,,,,,,,204-637-2355,,,,,,,,,,,,,,,,,Senior Housing,,,,46 Main St,Box 99,,Austin,,,MB,,R0H 0C0,Canada,49.9469601,-98.9328273,,TRUE
Baldur (Prairie Mountain Health RHA) Argyle Lodge,,,Doris Smout,,,,,,,,,,,,,,,204-535-2190,,,,,,,,,,,,,,,,,Senior Housing,,,,156 Elizabeth Street,,,Baldur,,,MB,,R0K 0B0,Canada,49.3849022,-99.2481487,,TRUE
Balmoral (Interlake RHA) Sprucewood Place,,,Maureen Paskaruk (MHA Gimli),,,,,,,,,,,,,,,204-642-6060,,,,,,,,,,,,,,,,,Senior Housing,,,,6013 E PR 236,,,Balmoral,,,MB,,R0C 0H0,Canada,50.1303353,-97.3217469,,FALSE
Beausejour (Interlake RHA) South Haven,,,Doreen Kerr,,,,,,,,,,,,,,,204-264-4131,,,,,,,,,,,,,,,,,Senior Housing,,,,418-1st Street North,,,Beausejour,,,MB,,R0E 0C0,Canada,50.0613495,-96.5215058,,TRUE
Belmont (Prairie Mountain Health RHA) Strathcona Belcrest Manor,,,Brenda &amp; Maurice Hutlet,,,,,,,,,,,,,,,204-537-2711,,,,,,,,,,,,,,,,,Senior Housing,,,,,,,Belmont,,,MB,,R0K 0C0,Canada,49.409886,-99.456436,,FALSE
Benito (Prairie Mountain Health RHA) 200 Main St.,,,,,,,,,,,,,,,,,,204-937-8326,,,,,,,,,,,,,,,,,Senior Housing,,,,200 Main St,,,Benito,,,MB,,R0L 0C0,Canada,51.916617,-101.548245,,TRUE
Binscarth (Prairie Mountain Health RHA) Westview Lodge,,,Gail Chescu,,,,,,,,,,,,,,,1-888-567-8125,,,,,,,,,,,,,,,,,Senior Housing,,,,122-2nd Ave,,,Binscarth,,,MB,,R0J 0C0,Canada,50.6230644,-101.2834328,,TRUE
Birch River (Prairie Mountain Health RHA) Birchwood Place,,,,,,,,,,,,,,,,,,204-937-8326,,,,,,,,,,,,,,,,,Senior Housing,,,,319 Victoria Avenue,,,Birch River,,,MB,,R0L 0E0,Canada,52.3955049,-101.1069029,,TRUE
Birds Hill (Interlake RHA) Birds Hill Manor,,,Ronda Sitka (MHA Selkirk),,,,,,,,,,,,,,,204-785-5382,,,,,,,,,,,,,,,,,Senior Housing,,,,3110 Birds Hill Rd,,,Birds Hill,,,MB,,R0E 0H0,Canada,49.974431,-97.009272,,TRUE
Birtle (Prairie Mountain Health RHA) Pioneer Lodge,,,,,,,,,,,,,,,,,,204-726-6455,,,,,,,,,,,,,,,,,Senior Housing,,,,159-7th St,,,Birtle,,,MB,,R0M 0C0,Canada,50.422791,-101.048325,,TRUE
Boissevain (Prairie Mountain Health RHA) Jubillee Manor,,,,,,,,,,,,,,,,,,204-726-6455,,,,,,,,,,,,,,,,,Senior Housing,,,,335 North Railway,,,Boissevain,,,MB,,R0K 0E0,Canada,49.231375,-100.0576626,,TRUE
Bowsman (Prairie Mountain Health RHA) Bowsman Community Manor Inc.,,,,,,,,,,,,,,,,,,204-937-8326,,,,,,,,,,,,,,,,,Senior Housing,,,,,,,Bowsman,,,MB,,R0L 0H0,Canada,52.2371165,-101.2085115,,FALSE
Brandon (Prairie Mountain Health RHA) Kin Village Inc.,,,Sheryl Hyne-Cavers,,,,,,,,,,,,,,,204-728-1514,,,,,,,,,,,,,,,,,Senior Housing,,,,415-11th Street,,,Brandon,,,MB,,R7A 4K2,Canada,49.8433855,-99.952402,,TRUE
Brookdale (Prairie Mountain Health RHA) Railway Ave.,,,,,,,,,,,,,,,,,,204-726-6455,,,,,,,,,,,,,,,,,Senior Housing,,,,Railway Ave,,,Brookdale,,,MB,,R0K 0G0,Canada,50.047798,-99.562491,,FALSE
Carberry (Prairie Mountain Health RHA) Carberry Plains Lodge,,,Helen Muirhead,,,,,,,,,,,,,,,204-834-2808,,,,,,,,,,,,,,,,,Senior Housing,,,,240 Simcoe St,,,Carberry,,,MB,,R0K 0H0,Canada,49.8704328,-99.3597157,,TRUE
Carman (Southern Health RHA) O'Brien Oakes,,,Susanne Moran,,,,,,,,,,,,,,,204-239-3688,,,,,,,,,,,,,,,,,Senior Housing,,,,159-1st Ave NW,,,Carman,,,MB,,R0G 0J0,Canada,49.5096292,-98.0101278,,TRUE
Cartwright (Prairie Mountain Health RHA) Badger Creek Lodge,,,Fern Gervais (MH Portage),,,,,,,,,,,,,,,204-248-7274,,,,,,,,,,,,,,,,,Senior Housing,,,,700 Bowles Street N,,,Cartwright,,,MB,,R0K 0L0,Canada,49.0960283,-99.3378413,,TRUE
Churchill (Winnipeg RHA) O Connor Block,,,Angela Campbell (MHA Churchill),,,,,,,,,,,,,,,204-675-8838,,,,,,,,,,,,,,,,,Senior Housing,,,,85-103 Hendry,,,Churchill,,,MB,,R0B 0E0,Canada,58.7681204,-94.1593495,,TRUE
Clearwater (Southern Health RHA) Valley Villa,,,Fern Gervais (MH Portage),,,,,,,,,,,,,,,204-248-7274,,,,,,,,,,,,,,,,,Senior Housing,,,,PR 342,,,Clearwater,,,MB,,R0K 0M0,Canada,49.2195976,-98.9749081,,FALSE
Cooks Creek (Interlake RHA) Pleasant View Lodge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Senior Housing,,,,RR 2,Box 70,,Cook's Creek,,,MB,,R0E 0K0,Canada,50.018192,-96.773396,,FALSE
Crystal City (Southern Health RHA) Parkview Community Lodge,,,Joyce Reimer,,,,,,,,,,,,,,,204-873-2603,,,,,,,,,,,,,,,,,Senior Housing,,,,25 North Railway Ave W,,,Crystal City,,,MB,,R0K 0N0,Canada,49.1479945,-98.9513284,,TRUE
Cypress River (Prairie Mountain Health RHA) Cypress River Lodge,,,Rita Hyrich,,,,,,,,,,,,,,,204-743-2289,,,,,,,,,,,,,,,,,Senior Housing,,,,134 Railway Ave,,,Cypress River,,,MB,,R0K 0P0,Canada,49.5548858,-99.088855,,TRUE
Dauphin (Prairie Mountain Health RHA) Spruce Manor,,,Bev M. Sarkonak,,,,,,,,,,,,,,,204-638-5143,,,,,,,,,,,,,,,,,Senior Housing,,,,38-6th Ave NW,,,Dauphin,,,MB,,R7N 1J6,Canada,51.1540316,-100.0463002,,TRUE
Deloraine (Prairie Mountain Health RHA) Centennial Apts.,,,Rose Long,,,,,,,,,,,,,,,204-747-2697,,,,,,,,,,,,,,,,,Senior Housing,,,,502 South Railway West,Box 512,,Deloraine,,,MB,,R0M 0M0,Canada,49.1933358,-100.4985442,,TRUE
