name,contact_first_name,contact_last_name,contact_name,email,contact_email,fax,mailing_address_line_1,mailing_address_line_2,mailing_city,mailing_contact_first_name,mailing_contact_last_name,mailing_contact_name,mailing_country,mailing_county,mailing_postalcode,mailing_province,provider_name,primary_phone,secondary_phone,twitter,website,source,contact_occupation,dsgne_first_name,dsgne_last_name,admin_name,co_address_line_1,co_address_line_2,co_company,co_city,co_postalcode,co_province,ombudsman_phone,typeofcare,typeofcare2,low_high_rate,low_rate,high_rate,address_line_1,address_line_2,address_directions,city,municipality,region,province,state_id,postal_code,country,latitude,longitude,neighborhood,addr_valid
1043 Harvey House,,,,,,n/a,,,,,,,,,,,,n/a,,,www.jhscso.bc.ca,,,,,,,,,,,,,,,,,,n/a,,,Kelowna,,,BC,,n/a,Canada,49.8879519,-119.4960106,,False
Chartwell Chatsworth Retirement Residences,,,,,,250-860-1094,,,,,,,,,,,,250-860-1064,,,www.chartwellreit.ca,,,,,,,,,,,,,,,,,,1831 Parkview Cr,,,Kelowna,,,BC,,V1X 7G7,Canada,49.881085,-119.4264722,Central City,True
Fernbrae Manor,,,,,,250-979-0601,,,,,,,,,,,,250-979-0600,,,www.fernbraemanor.com,,,,,,,,,,,,,,,,,,295 Gerstmar Rd,,,Kelowna,,,BC,,V1X 7W9,Canada,49.8861141,-119.4094457,Rutland,True
Glenwood Homes Ltd.,,,,,,n/a,,,,,,,,,,,,250-762-0028,,,www.glenwoodseniorshome.ca,,,,,,,,,,,,,,,,,,766 Glenwood Ave,,,Kelowna,,,BC,,V1Y 5M5,Canada,49.8756582,-119.4863115,Central City,True
Harmony Living for Seniors - Kelowna,,,,,,250-861-3921,,,,,,,,,,,,250-861-3991,,,www.harmonylivingforseniors.ca,,,,,,,,,,,,,,,,,,962/964 Laurier Ave,,,Kelowna,,,BC,,V1Y 6B1,Canada,49.882437,-119.4806769,Central City,True
Hawthorn Park Retirement Community,,,,,,250-861-3404,,,,,,,,,,,,250-861-6636,,,www.hawthornpark.com,,,,,,,,,,,,,,,,,,867 KLO Rd,,,Kelowna,,,BC,,V1Y 9G5,Canada,49.8604765,-119.4840546,South Pandosy - K.L.O.,True
Mountainview Village,,,,,,250-717-3948,,,,,,,,,,,,250-717-3918,,,www.gss.org,,,,,,,,,,,,,,,,,,1540 KLO Rd,,,Kelowna,,,BC,,V1W 3P6,Canada,49.8618521,-119.4649089,South Pandosy - K.L.O.,True
Sun Pointe Village,,,,,,250-491-1449,,,,,,,,,,,,250-491-1400,,,www.baptisthousing.org,,,,,,,,,,,,,,,,,,700 Rutland Rd N,,,Kelowna,,,BC,,V1X 7W8,Canada,49.8964875,-119.3878287,Rutland,True
The Heritage Retirement Residence,,,,,,250-768-9904,,,,,,,,,,,,250-768-9926,,,www.verveseniorliving.com,,,,,,,,,,,,,,,,,,3630 Brown Rd,,,Kelowna,,,BC,,V4T 7Y9,Canada,49.832169,-119.628692,,True
The Village at Mill Creek,,,,,,250-980-5240,,,,,,,,,,,,250-860-2216,,,www.baptisthousing.org,,,,,,,,,,,,,,,,,,1450 Sutherland Ave,,,Kelowna,,,BC,,V1Y 5Y5,Canada,49.8804334,-119.4678305,Central City,True
